Ecotype_id	DTF1	sd	count	DTF2	sd	count	DTF3	sd	count	RL	sd	count	CL	sd	count
9809	40.75	3.5	4	47.25	3.201562119	4	51.25	3.201562119	4	32	2.449489743	4	7.666666667	1.527525232	3
9810	29.5	5.686240703	4	34.25	6.551081336	4	42.25	9.178779875	4	18	10	4	8.75	7.5	4
9811	32.5	1.290994449	4	39.5	0.577350269	4	45	0	4	24.25	2.362907813	4	6	1.154700538	4
9812	35.75	0.957427108	4	40.75	0.5	4	45.75	0.957427108	4	23	1.154700538	4	8	0.816496581	4
9813	34.25	0.957427108	4	39.5	1.732050808	4	45.5	1.290994449	4	22.75	2.061552813	4	7	0.816496581	4
9814	34.33333333	1.527525232	3	41.66666667	1.527525232	3	48.33333333	1.154700538	3	19.33333333	2.081665999	3	4.333333333	1.154700538	3
9815	37.25	2.061552813	4	41.5	3.109126351	4	48	3.16227766	4	30	2.449489743	4	10	0.816496581	4
9816	27.75	2.217355783	4	36	2.449489743	4	39	2.160246899	4	15.25	1.258305739	4	3.5	0.577350269	4
8384	49.75	9.358596761	4	53.75	9.358596761	4	61.5	9.327379053	4	37	2.645751311	3	10.66666667	1.527525232	3
9606	30.5	2.081665999	4	35	1.632993162	4	41	1.632993162	4	15.5	4.203173404	4	4	0.816496581	4
9607	99	2	3	104.3333333	1.527525232	3	107.6666667	2.309401077	3	45	NA	1	10.5	2.121320344	2
9608	35.5	2.380476143	4	40.25	2.753785274	4	45.25	2.5	4	19.5	6.027713773	4	8.75	2.62995564	4
9609	39.75	10.37223859	4	45.25	9.97914492	4	51	12.67543556	4	21.5	9.949874371	4	6.75	1.707825128	4
9610	57.5	2.516611478	4	62	3.366501646	4	69.5	2.081665999	4	30.75	1.258305739	4	14	2.160246899	4
9611	63.5	6.557438524	4	67.5	7.724420151	4	68	2.828427125	2	39.5	2.516611478	4	8.75	1.707825128	4
9612	60	4.830458915	4	64.75	4.573474245	4	71.5	5.196152423	4	35	2.449489743	4	9.75	0.957427108	4
9613	62.66666667	10.96965511	3	67.66666667	10.0166528	3	71.66666667	9.073771726	3	47	5.567764363	3	16.5	2.121320344	2
9614	74.5	5.507570547	4	79.5	4.932882862	4	86.75	5.188127472	4	49	1.825741858	4	15	3	3
9615	75.25	2.986078811	4	79.5	2.380476143	4	86	3.464101615	4	34	5.715476066	4	8.75	0.957427108	4
9616	95.75	20.32035105	4	102.25	20.75853238	4	110.75	19.9728983	4	43.5	2.121320344	2	11.66666667	8.326663998	3
9617	54.75	4.5	4	57.5	4.358898944	4	66	4.69041576	4	35.75	6.238322424	4	10.5	0.577350269	4
9618	74.75	6.075908711	4	79.75	5.852349955	4	85.5	6.557438524	4	43	6.683312552	4	15.75	2.62995564	4
9619	71	4.242640687	2	77	2.828427125	2	83	4.242640687	2	42.5	2.121320344	2	6.5	0.707106781	2
9620	60.75	3.095695937	4	64.5	2.886751346	4	74.33333333	4.163331999	3	43.25	3.403429643	4	9	0.816496581	4
9621	72.5	6.454972244	4	76.75	6.130524719	4	90.5	6.806859286	4	39.5	2.886751346	4	9.75	2.753785274	4
9622	70.66666667	14.74222959	3	74.66666667	14.74222959	3	81.66666667	12.09683154	3	43	7	3	9	1	3
9623	58	NA	1	63	NA	1	72	NA	1	37	NA	1	7	NA	1
9624	68.33333333	13.31665624	3	61.66666667	6.658328118	3	74.33333333	9.018499506	3	33.33333333	6.658328118	3	7.666666667	1.154700538	3
9625	90.5	17.67766953	2	95	16.97056275	2	101.5	16.26345597	2	41	NA	1	8.5	2.121320344	2
9626	59	4.69041576	4	63.25	4.573474245	4	70.25	5.315072906	4	38.25	3.304037934	4	7.5	0.577350269	4
9627	76	3.651483717	4	80.5	3.872983346	4	88.25	3.862210075	4	45	6.164414003	4	9.75	1.707825128	4
9628	56	5.228129047	4	60	5.944184833	4	69.25	8.770214745	4	31.5	7.325753659	4	7	0.816496581	4
9629	64.5	8.386497084	4	69.25	8.015609771	4	74.66666667	3.511884584	3	32	11.53256259	3	6.75	2.62995564	4
9630	67.25	5.123475383	4	72	5.715476066	4	79.5	4.041451884	4	32	4.242640687	4	6.75	1.258305739	4
9631	125.5	13.43502884	2	128.5	9.192388155	2	140	NA	1	NA	NA	0	26	NA	1
9632	79	10.44030651	3	83.33333333	10.69267662	3	90.33333333	9.865765725	3	43.33333333	1.154700538	3	8	1	3
9633	64.33333333	11.06044002	3	69	9.539392014	3	77	7.549834435	3	36.33333333	8.326663998	3	7.666666667	1.154700538	3
9634	84.5	8.346656017	4	89.5	9.036961141	4	98	6.480740698	4	34.66666667	4.041451884	3	9.5	1.290994449	4
9635	74.66666667	9.291573243	3	81.33333333	8.504900548	3	84.66666667	8.96288644	3	53.33333333	5.859465277	3	6	1	3
9636	103.6666667	19.85782801	3	112.3333333	22.00757445	3	141	NA	1	NA	NA	0	14	NA	1
9637	67.25	8.578072822	4	71.75	8.220908303	4	82.5	9.469248474	4	28.5	2.645751311	4	6.75	0.957427108	4
9638	71	7.810249676	3	75	8.660254038	3	87.66666667	11.15048579	3	35	3.464101615	3	11	2.645751311	3
9639	64	6.87992248	4	68.5	7.325753659	4	73.25	6.448514041	4	35.5	4.509249753	4	5.75	1.258305739	4
9640	70	1.414213562	4	75	1.825741858	4	80.75	1.5	4	45	3.16227766	4	8.5	1.290994449	4
9641	74.33333333	8.504900548	3	81	10.81665383	3	87.66666667	10.5039675	3	41	3	3	7	4.582575695	3
9642	74.25	5.188127472	4	79	4.242640687	4	86	5.830951895	4	41.75	6.396613687	4	10	1.414213562	4
9643	64.75	4.573474245	4	69.25	5.123475383	4	79	1.825741858	4	38.25	6.652067348	4	7.25	0.5	4
9644	56.5	13.27905619	4	64.5	10.59874206	4	69	10.09950494	4	48.5	7.85281266	4	14.75	2.986078811	4
9645	57.25	9.53502316	4	62.75	8.995369179	4	66.25	8.883505314	4	61.25	16.43928222	4	11	2.449489743	4
9646	40.75	3.403429643	4	46.25	2.061552813	4	55.25	3.5	4	40.75	6.800735254	4	11.5	2.081665999	4
9647	47	2.160246899	4	50.5	2.516611478	4	55	2.160246899	4	27	4.546060566	4	7	1.154700538	4
9648	52.5	2.121320344	2	55.5	3.535533906	2	61	2.828427125	2	37.5	13.43502884	2	10.5	2.121320344	2
9649	57.5	2.886751346	4	62	3.559026084	4	67.25	2.986078811	4	40.5	4.932882862	4	10.75	0.5	4
9650	79.33333333	10.78579312	3	89.33333333	4.163331999	3	95	6.08276253	3	64.33333333	12.50333289	3	12	2	3
9651	39.66666667	6.429100507	3	43.66666667	6.658328118	3	49.66666667	6.658328118	3	32.33333333	12.66227994	3	9.333333333	2.309401077	3
9652	53.5	3.415650255	4	56.75	2.872281323	4	62.5	2.645751311	4	43.75	3.862210075	4	12.75	0.957427108	4
9653	43.25	3.685557398	4	47	2.943920289	4	52.5	3.415650255	4	22.25	3.774917218	4	7.25	2.986078811	4
9654	47.75	12.12091856	4	52.75	11.1168041	4	59	10.16530045	4	35	7.571877794	4	9	2.645751311	3
9655	61	3.464101615	3	64.33333333	3.785938897	3	71.66666667	3.785938897	3	40	9.539392014	3	14	2.828427125	2
9656	75.66666667	4.041451884	3	80.66666667	4.041451884	3	89	6.08276253	3	42.33333333	8.736894948	3	13.66666667	2.081665999	3
9657	38.33333333	1.527525232	3	42.5	2.121320344	2	48	2.828427125	2	25	1.414213562	2	6.5	0.707106781	2
9658	56.5	2.081665999	4	60.75	1.707825128	4	66.5	0.577350269	4	35.5	4.509249753	4	10.75	1.707825128	4
9659	56	1.732050808	3	59.66666667	2.309401077	3	66.66666667	1.527525232	3	49	5.291502622	3	12	1.732050808	3
9660	31	2.160246899	4	35.75	1.707825128	4	40	1.825741858	4	19	0.816496581	4	4.5	1.290994449	4
9661	33	4.582575695	3	35.66666667	3.511884584	3	42	4	3	19.33333333	6.027713773	3	5.333333333	0.577350269	3
9662	59.33333333	3.055050463	3	64	2	3	70.33333333	1.527525232	3	49.33333333	3.055050463	3	13.5	2.121320344	2
9663	61.33333333	2.081665999	3	64.66666667	2.309401077	3	69.33333333	1.527525232	3	48.33333333	5.033222957	3	14.33333333	0.577350269	3
9664	98	8.888194417	3	103	9.848857802	3	109.6666667	8.504900548	3	NA	NA	0	15.5	0.707106781	2
9665	76.33333333	12.89702808	3	80.33333333	12.66227994	3	86.66666667	12.85820101	3	40	4	3	11.66666667	0.577350269	3
9666	101.25	6.60176744	4	107	6.164414003	4	112	8.485281374	2	53	11.3137085	2	15	4.582575695	3
9667	90	7.071067812	2	94.5	6.363961031	2	107	5.656854249	2	61	5.656854249	2	22.5	3.535533906	2
9668	69.5	9.469248474	4	74.25	9.10585892	4	79.5	8.504900548	4	43.75	5.377421935	4	10	2.708012802	4
9669	70.66666667	11.54700538	3	76	10.44030651	3	86	14.14213562	2	51.5	19.09188309	2	15.5	4.949747468	2
9670	101.5	15.60982597	4	105.75	15.56438242	4	112.5	14.79864859	4	41	8.485281374	2	13.5	2.121320344	2
9671	81.33333333	11.06044002	3	86	11.13552873	3	95	12.489996	3	44	2.828427125	2	13.33333333	2.309401077	3
9672	78.5	9.192388155	2	83	8.485281374	2	90.5	7.778174593	2	47	0	2	16.5	0.707106781	2
9673	89.66666667	16.16580754	3	93.66666667	16.16580754	3	99.66666667	16.19670748	3	44.33333333	5.507570547	3	13	3.464101615	3
9674	74	NA	1	79	NA	1	85	NA	1	61	NA	1	17	NA	1
9675	107	11.3137085	2	112.5	10.60660172	2	117	NA	1	55	NA	1	NA	NA	0
9676	78.66666667	6.429100507	3	84.33333333	7.571877794	3	89	6.557438524	3	63.66666667	2.309401077	3	11.66666667	4.932882862	3
9677	100	12.489996	3	105.6666667	12.34233905	3	110.5	19.09188309	2	78	NA	1	10.5	0.707106781	2
9678	77.5	22.21861082	4	78.66666667	27.7908858	3	87	29.86636905	3	46.5	0.707106781	2	9	1.414213562	2
9679	69.25	8.61684397	4	74.5	9	4	79.75	8.61684397	4	49.25	9.394147114	4	11.75	2.217355783	4
9680	49	1.732050808	3	55.66666667	2.309401077	3	59.33333333	2.081665999	3	36.33333333	3.214550254	3	8.333333333	2.081665999	3
9681	84.5	14.20093894	4	89.25	15.12999229	4	92.25	15.94521872	4	68	12.76714533	3	12.25	3.593976442	4
9682	63.25	9.215023965	4	69.25	8.421203398	4	74.75	10.4363148	4	50	7.788880964	4	13.25	5.188127472	4
9683	62.75	8.61684397	4	68.5	8.346656017	4	71.75	8.61684397	4	45.75	12.57974563	4	11.25	1.892969449	4
9684	76	4.760952286	4	81.5	4.203173404	4	89.5	5.567764363	4	55	8.660254038	3	17.33333333	3.214550254	3
9685	76.75	8.995369179	4	82	9.273618495	4	89.75	9.287087811	4	59	6.976149845	4	18.25	2.217355783	4
9686	73.75	5.057996968	4	78.5	4.654746681	4	88	10.16530045	4	61.75	5.737304826	4	16	4.242640687	4
9687	74	7.527726527	4	79.25	7.274384281	4	83.33333333	5.507570547	3	59.33333333	4.509249753	3	14.25	4.34932945	4
9688	62	12.0277457	4	66.5	12.47664485	4	74	15.05545305	4	51.5	13.62595562	4	15.75	4.856267428	4
9689	65.5	8.888194417	4	74.33333333	6.429100507	3	83	7.549834435	3	53.66666667	8.736894948	3	12	1.414213562	2
9690	70.66666667	0.577350269	3	75	1	3	81.66666667	2.516611478	3	58	4.582575695	3	9.333333333	2.081665999	3
9691	60.5	4.795831523	4	65.75	4.11298756	4	72.75	6.5	4	50	6.055300708	4	10.25	1.707825128	4
9692	59	4.760952286	4	65.5	5.066228051	4	70.75	6.396613687	4	56	12.67543556	4	13	5.567764363	3
9693	64	2.828427125	2	70	1.414213562	2	75	4.242640687	2	58	1.414213562	2	9.5	2.121320344	2
9694	62.75	2.217355783	4	69.75	6.652067348	4	74.25	6.34428877	4	41.25	4.856267428	4	14.25	3.304037934	4
9695	74	6.055300708	4	79.25	6.291528696	4	84.5	7.85281266	4	46.66666667	4.932882862	3	13.66666667	1.527525232	3
9696	68.25	7.632168761	4	72.5	8.062257748	4	76.75	9.42956344	4	53.75	9.215023965	4	13.25	4.924428901	4
9697	52.66666667	4.932882862	3	55.66666667	4.041451884	3	63	4.358898944	3	47.33333333	5.033222957	3	12.66666667	0.577350269	3
9698	62	8.366600265	4	68.25	6.184658438	4	74.5	5.972157622	4	50	8.286535263	4	11.33333333	1.527525232	3
9699	54.33333333	0.577350269	3	58	0	3	63.66666667	4.041451884	3	48.66666667	10.96965511	3	8.333333333	3.055050463	3
9700	69.75	7.632168761	4	74.5	7	4	81	8.185352772	3	45.75	12.89379696	4	7.75	1.5	4
9701	70.33333333	4.932882862	3	75	4.358898944	3	82	5.656854249	2	48	8.485281374	2	13.33333333	4.163331999	3
9702	61.75	2.986078811	4	68	2.449489743	4	72.25	2.62995564	4	52.75	5.852349955	4	11.75	1.5	4
9703	56.5	1.914854216	4	59.75	2.217355783	4	69.75	4.272001873	4	54.75	4.856267428	4	17	1.414213562	4
9704	58.66666667	6.506407099	3	63.33333333	7.023769169	3	70.33333333	8.082903769	3	55	6.92820323	3	7.666666667	1.527525232	3
9705	57.75	1.707825128	4	61.5	1.914854216	4	67	0.816496581	4	51	2.449489743	4	9.5	1.732050808	4
9706	68.25	2.986078811	4	76	7.615773106	4	78.66666667	3.214550254	3	49.75	3.304037934	4	13.33333333	0.577350269	3
9707	59.75	2.217355783	4	64	2.160246899	4	72.75	0.957427108	4	58	6.055300708	4	14.25	0.957427108	4
9708	77.5	3.535533906	2	82.5	3.535533906	2	85	NA	1	34	NA	1	4	NA	1
9709	63	4.082482905	4	69	4.546060566	4	73.5	4.358898944	4	56.25	4.34932945	4	11.75	0.5	4
9710	76.75	7.410578025	4	81	7.348469228	4	83.25	7.228416147	4	54.25	10.53169819	4	12.75	2.061552813	4
9711	71.5	5.259911279	4	75.75	5.315072906	4	82.5	5.802298395	4	46	8.906926144	4	11.75	2.217355783	4
9712	68.75	3.593976442	4	73.5	3.696845502	4	78	2.449489743	4	51	4.546060566	4	12	0.816496581	4
9713	59.75	1.5	4	63.75	2.217355783	4	68.33333333	1.527525232	3	50.5	5.196152423	4	10.5	1.914854216	4
9714	60.5	5.446711546	4	67.5	9.398581453	4	82.33333333	2.516611478	3	52.75	9.358596761	4	10	3.464101615	3
9715	70.33333333	5.131601439	3	76	4.582575695	3	81	5	3	51.66666667	2.516611478	3	12.33333333	1.154700538	3
9716	122.6666667	18.17507451	3	116	5.656854249	2	122	7.071067812	2	NA	NA	0	10	0	2
9717	88.25	11.52894907	4	94.25	12.84198842	4	93.33333333	9.865765725	3	41	NA	1	11.66666667	1.527525232	3
9718	62.66666667	4.725815626	3	68.33333333	4.163331999	3	79	2.828427125	2	38.66666667	8.621678104	3	12	1.414213562	2
9719	47.75	4.645786622	4	52.25	2.753785274	4	57.75	1.5	4	41	2.943920289	4	10	1.414213562	4
9720	90.25	1.707825128	4	96.25	2.872281323	4	104	1	3	73.5	2.121320344	2	15.66666667	2.081665999	3
9721	67.75	3.5	4	73	3.915780041	4	78	4.082482905	4	47.25	4.991659711	4	18.75	1.5	4
9722	84.66666667	5.033222957	3	90.66666667	7.023769169	3	108	NA	1	NA	NA	0	13	NA	1
9723	56	2.645751311	3	60.66666667	3.214550254	3	68.5	0.707106781	2	39.33333333	2.081665999	3	10	0	3
9724	69.75	11.44188213	4	74.25	11.58663023	4	81.5	10.87811258	4	29.5	9.949874371	4	15.25	2.872281323	4
9725	46	0.816496581	4	49.5	1.732050808	4	56.5	2.516611478	4	41	1.825741858	4	7	1.414213562	4
9726	47.25	1.5	4	52.25	1.5	4	56.5	1	4	34	4.242640687	4	8.333333333	1.154700538	3
9727	34.25	1.707825128	4	37.5	1.732050808	4	43.5	1.732050808	4	22.5	1.914854216	4	6.25	1.258305739	4
9728	67.25	11.26572974	4	71.75	11.78629147	4	77.75	11.23610253	4	54	2.943920289	4	13.5	1.914854216	4
9729	90.66666667	10.40833	3	95	10.58300524	3	79	27.18455444	3	58	7.071067812	2	20	2.828427125	2
9730	84.5	2.380476143	4	89	3.16227766	4	97	4.082482905	4	51	6.218252702	4	14.25	0.957427108	4
9731	67.25	6.130524719	4	71.25	6.60176744	4	66	23.16606714	4	52.5	4.434711565	4	16.75	3.774917218	4
9732	77.75	7.455423082	4	83	7.16472842	4	88.25	8.30160627	4	61.25	10.81280106	4	14.75	1.5	4
9733	71.5	7.416198487	4	76	7.527726527	4	83.75	6.34428877	4	48.5	5.916079783	4	23.25	5.909032634	4
9734	69.5	4.795831523	4	74.75	5.377421935	4	82.25	5.678908346	4	60.5	3.696845502	4	16	1.632993162	4
9735	62	4.242640687	2	65.5	4.949747468	2	74	8.485281374	2	49.5	4.949747468	2	16.5	3.535533906	2
9736	70	9.626352719	4	74.75	9.742518497	4	81	12.67543556	4	51.66666667	3.214550254	3	8.333333333	1.527525232	3
9737	54.66666667	4.163331999	3	59	4.358898944	3	63.66666667	4.932882862	3	51.66666667	8.621678104	3	9	1	3
9738	57.66666667	3.055050463	3	61.33333333	3.511884584	3	68	2.645751311	3	52	5.291502622	3	12.5	7.778174593	2
9739	60.75	8.220908303	4	64.25	8.655441448	4	68.5	9.327379053	4	45.75	9.03234927	4	5.333333333	2.081665999	3
9740	75	9.556847458	4	79	10.23067284	4	87.5	12.47664485	4	58	13.88044188	4	20.75	1.707825128	4
9741	63	2.943920289	4	67.25	3.947573094	4	71.5	4.123105626	4	54.25	2.5	4	11.5	0.577350269	4
9742	67	2	4	71.75	1.892969449	4	81.5	3.535533906	2	45.5	4.654746681	4	13.75	5.560275773	4
9743	64.66666667	0.577350269	3	70	1	3	75	1	3	54.75	6.701989754	4	13	1	3
9744	51.33333333	5.773502692	3	56	4.582575695	3	63.33333333	5.033222957	3	40.33333333	3.055050463	3	10.33333333	1.154700538	3
9745	65.5	6.244997998	4	70.75	7.455423082	4	76	6.633249581	4	39.25	5.560275773	4	5.25	0.5	4
9746	84	3.16227766	4	88.25	3.304037934	4	99.75	6.652067348	4	66.5	5.196152423	4	22	5.567764363	3
9747	80.5	8.185352772	4	87.66666667	8.736894948	3	94.66666667	4.725815626	3	70	NA	1	13	1.414213562	2
9748	64.66666667	3.214550254	3	69.66666667	4.041451884	3	75.66666667	3.511884584	3	50.33333333	14.15391583	3	12	0	3
9749	54	2.943920289	4	58.25	3.685557398	4	63.75	3.304037934	4	59.75	6.800735254	4	11	0.816496581	4
9750	52.5	7.778174593	2	58.5	6.363961031	2	62	5.656854249	2	46	8.485281374	2	9.5	0.707106781	2
9751	76.75	3.947573094	4	81.75	4.031128874	4	84	2.708012802	4	69.66666667	6.110100927	3	11.75	0.957427108	4
9752	90.25	10.5	4	94.75	10.62622542	4	100.25	10.1447852	4	59.25	3.403429643	4	15.33333333	1.154700538	3
9753	95.75	2.872281323	4	100.75	2.872281323	4	105.25	2.986078811	4	73.33333333	7.637626158	3	11.75	1.258305739	4
9754	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
9755	69.75	3.5	4	74.5	3.415650255	4	82	3	3	58.25	4.272001873	4	11.5	5.567764363	4
9756	63	2	3	68.66666667	1.527525232	3	73	2	3	41.66666667	2.886751346	3	11.66666667	0.577350269	3
9757	88	4.082482905	4	94.5	0.707106781	2	93	4.966554809	4	57	7.549834435	3	12	2.828427125	2
88	43.66666667	6.658328118	3	48	6.08276253	3	50.5	7.778174593	2	30	7.937253933	3	8	2	3
108	42	6.782329983	4	49	5.354126135	4	52.25	6.5	4	33	7.348469228	4	7.25	2.217355783	4
139	43	5.477225575	4	49.75	4.856267428	4	52.75	5.057996968	4	37.5	9.433981132	4	6.5	4.654746681	4
159	46.75	1.892969449	4	50.75	2.62995564	4	56.75	1.892969449	4	43.5	6.454972244	4	7	0	4
265	35.25	4.11298756	4	39	4.966554809	4	47.25	5.377421935	4	22	4.242640687	4	7.75	2.061552813	4
350	41.75	3.095695937	4	45.5	3.31662479	4	51.5	4.041451884	4	28	3.16227766	4	8.75	0.957427108	4
351	55	3.464101615	3	59	3.464101615	3	65.33333333	2.516611478	3	37.5	0.707106781	2	12.5	2.121320344	2
403	44.5	2.380476143	4	49.25	1.707825128	4	54.25	2.753785274	4	35.5	3.511884584	4	7.5	1	4
410	55	2.828427125	4	59.25	3.304037934	4	65.25	4.5	4	40.5	3.109126351	4	9	1.632993162	4
424	57.75	8.655441448	4	62.75	9.10585892	4	68.25	7.804912983	4	44.5	7.85281266	4	10.75	0.5	4
428	49.33333333	6.658328118	3	53.33333333	6.658328118	3	59	6.244997998	3	33.66666667	8.386497084	3	8.666666667	1.154700538	3
583	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
630	47	7.393691004	4	52.75	8.261355821	4	58.75	9.53502316	4	41	5.715476066	4	11.5	1.732050808	4
801	74.75	4.573474245	4	77.5	5.972157622	4	88.25	2.061552813	4	61	8.082903769	4	16.75	1.707825128	4
870	54	10.42433051	4	59.25	9.322910847	4	62.25	10.0124922	4	40.75	7.889866919	4	8.5	3	4
915	32.25	1.892969449	4	37.75	0.957427108	4	43.5	1.290994449	4	20	2.160246899	4	6.25	1.258305739	4
932	60	5.291502622	4	64	5.291502622	4	68.75	5.439056291	4	52.25	11.23610253	4	12.75	2.62995564	4
1829	97	13.85640646	3	102.6666667	12.42309677	3	99	NA	1	62	NA	1	9.333333333	3.785938897	3
1853	57.66666667	4.041451884	3	62.33333333	5.131601439	3	69.33333333	5.131601439	3	43.33333333	6.658328118	3	9.666666667	0.577350269	3
1872	73.25	4.573474245	4	77.75	4.716990566	4	82.5	5.066228051	4	55.5	9.255628918	4	11.75	0.957427108	4
1890	64.75	7.228416147	4	69	7.16472842	4	75.75	6.800735254	4	45.25	2.62995564	4	10	1.414213562	4
1925	71.66666667	2.516611478	3	76	3	3	83.33333333	5.033222957	3	58.66666667	6.806859286	3	15.66666667	2.516611478	3
1954	81.75	7.5	4	89.25	10.5	4	101	4.242640687	2	50.25	12.33896268	4	13.5	2.121320344	2
2016	54	2	3	57.66666667	1.527525232	3	63.33333333	1.527525232	3	47	1.732050808	3	10	1	3
2171	72	10.61445555	4	78	11.16542282	4	82.5	10.78579312	4	54.25	10.30776406	4	15.5	2.380476143	4
2202	84.75	6.551081336	4	89.25	6.291528696	4	96.5	5.446711546	4	62.25	3.304037934	4	12.5	1.290994449	4
2276	75	4.242640687	4	79.5	4.434711565	4	84.25	6.184658438	4	59.5	6.454972244	4	13.5	1.290994449	4
2278	81.75	18.94509611	4	86	19.40790217	4	85	11.53256259	3	31	11.3137085	2	8.666666667	2.516611478	3
2317	41.75	5.188127472	4	47	4.966554809	4	53.5	6.8556546	4	27	4.242640687	4	9	1.825741858	4
4779	39.25	3.403429643	4	45	2.828427125	4	50.25	2.5	4	23.5	1.914854216	4	5.5	0.577350269	4
4807	77.25	21.86892773	4	81.75	22.42580359	4	87.5	20.20725942	4	62.75	22.06618831	4	15.33333333	2.516611478	3
4826	42	4.582575695	3	46.66666667	4.041451884	3	51	3	3	34.33333333	9.073771726	3	8.333333333	1.527525232	3
4884	39.5	0.577350269	4	44.25	0.957427108	4	49.5	1	4	32.25	4.11298756	4	10.33333333	2.516611478	3
4900	39.75	0.957427108	4	46.5	1.290994449	4	50.25	0.957427108	4	34.5	3.872983346	4	7.75	0.5	4
4931	36.25	2.362907813	4	42	3.559026084	4	48	2.449489743	4	20	1.632993162	4	5.5	1.290994449	4
4958	93	5.291502622	4	97.75	4.856267428	4	100.25	5.123475383	4	80.33333333	10.06644591	3	12.5	1.914854216	4
5023	32.5	1.732050808	4	38.75	0.957427108	4	43.75	0.957427108	4	23.25	2.061552813	4	7.25	0.5	4
5104	32	10.03327796	4	38.5	7.681145748	4	40.75	7.5	4	14.5	5.066228051	4	2.5	0.577350269	4
5151	62.75	3.593976442	4	67.5	3.872983346	4	73.66666667	4.932882862	3	54.75	5.057996968	4	10.5	2.121320344	2
5165	72.75	3.774917218	4	77.25	3.304037934	4	81.75	2.753785274	4	54	4.69041576	4	15.5	1.290994449	4
5210	67.75	1.892969449	4	73	2.160246899	4	78	2.943920289	4	52.5	4.509249753	4	12.66666667	0.577350269	3
5236	34.25	2.5	4	40.75	2.362907813	4	43.5	2.380476143	4	22.25	4.645786622	4	5.75	2.217355783	4
5253	28.5	1.732050808	4	33.75	1.5	4	38	2.160246899	4	13.25	1.258305739	4	2.75	0.5	4
5276	41.25	2.753785274	4	47.25	2.986078811	4	49.75	2.62995564	4	26.25	4.716990566	4	8	1.154700538	4
5349	79.66666667	13.0511813	3	85.33333333	11.93035345	3	97.33333333	7.234178138	3	54.66666667	0.577350269	3	15.66666667	2.309401077	3
5353	53	9.345230513	4	59	7.615773106	4	62.5	9.110433579	4	44.25	7.320063752	4	9.5	1.732050808	4
5470	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0	NA	NA	0
5486	27.5	1.732050808	4	35.5	1.732050808	4	37.5	1.732050808	4	15	1.414213562	4	3.5	0.577350269	4
5506	120	18.38477631	2	125	19.79898987	2	132	NA	1	NA	NA	0	16	NA	1
5535	60	3.741657387	4	64	4.082482905	4	70.75	2.62995564	4	54.75	6.184658438	4	9.5	1.732050808	4
5577	40.75	0.957427108	4	46.75	0.957427108	4	51	1.154700538	4	30	2.160246899	4	6.25	1.892969449	4
5644	33.5	4.932882862	4	40.5	5.802298395	4	46.25	6.130524719	4	20.5	4.203173404	4	5.5	1.290994449	4
5720	52	1	3	56.33333333	1.527525232	3	63.33333333	2.081665999	3	36.33333333	2.081665999	3	8.666666667	0.577350269	3
5726	37.5	1.914854216	4	44.75	0.957427108	4	48	2.160246899	4	30.25	2.061552813	4	7.25	0.957427108	4
5741	80	12.83225104	4	85.25	13.37597348	4	88.5	13.3041347	4	61.5	12.26104944	4	14.25	2.061552813	4
5748	31	2.943920289	4	36.5	2.081665999	4	41.75	2.986078811	4	16.5	3.109126351	4	5.25	0.957427108	4
5757	54.66666667	3.511884584	3	58.33333333	3.055050463	3	66.66666667	4.041451884	3	33.33333333	7.094598885	3	13	2.645751311	3
5768	76.66666667	10.26320288	3	81	10.81665383	3	85	7	3	42.66666667	14.2243922	3	11	5.196152423	3
5772	37.5	2.645751311	4	43.25	1.892969449	4	49	2	4	28.75	3.201562119	4	8	0.816496581	4
5778	32.75	2.061552813	4	38.25	0.957427108	4	42.5	1.290994449	4	20	2.160246899	4	5	0.816496581	4
5779	54.5	1.732050808	4	59.25	1.707825128	4	67	3.464101615	4	39.25	3.862210075	4	19.25	2.753785274	4
5784	56	3.16227766	4	60.25	3.304037934	4	69.25	4.031128874	4	39.75	4.991659711	4	13.25	0.5	4
5800	29.33333333	2.081665999	3	34.66666667	1.527525232	3	39	2	3	13.33333333	1.527525232	3	4	1	3
5811	36	2.943920289	4	42.25	2.753785274	4	46	2.449489743	4	24.5	2.081665999	4	7	0.816496581	4
5818	31	2.645751311	3	37.33333333	0.577350269	3	40.33333333	1.527525232	3	19.33333333	2.081665999	3	5.333333333	0.577350269	3
5822	101.5	0.707106781	2	107	1.414213562	2	111	7.071067812	2	NA	NA	0	5	NA	1
5874	60.25	4.991659711	4	64.75	4.716990566	4	69.25	6.652067348	4	46.75	6.291528696	4	10.66666667	0.577350269	3
5890	45.25	3.862210075	4	49.75	2.872281323	4	55.25	3.201562119	4	33	4.082482905	4	9.75	0.957427108	4
5893	55.5	4.041451884	4	59.75	5.057996968	4	64.25	4.11298756	4	43	3.559026084	4	10.5	1.732050808	4
5907	39	3.16227766	4	42.5	3.109126351	4	48.5	3.109126351	4	37	5.477225575	4	9.25	1.707825128	4
5921	45.75	1.892969449	4	50	1.414213562	4	55.75	1.707825128	4	44.25	1.5	4	9.25	0.957427108	4
5950	52.25	6.849574196	4	58	6.377042157	4	65.5	4.725815626	4	57.5	4.358898944	4	15.25	0.957427108	4
